SECAO_CNAE	CATEGORIA_NATUREZA_JURIDICA	PORTE	QTD_FILIAIS_ATIVAS	COMPETICAO_MERCADO_ESTADUAL	QTD_ABERTURAS_NACIONAL_5_ANOS	QTD_ABERTURAS_ESTADUAL_5_ANOS	QTD_ABERTURAS_GEORREFERENCIADO_5_ANOS	QTD_FECHAMENTOS_NACIONAL_5_ANOS	QTD_FECHAMENTOS_ESTADUAL_5_ANOS	QTD_FECHAMENTOS_GEORREFERENCIADO_5_ANOS	RAZAO_SITUACAO_MERCADO_NACIONAL_5_ANOS	RAZAO_SITUACAO_MERCADO_ESTADUAL_5_ANOS	RAZAO_SITUACAO_MERCADO_GEORREFERENCIADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_10_ANOS	PORTE_FATURAMENTO_PRESUMIDO	QTD_COLABORADORES	CONCENTRACAO_SOCIETARIA	RISCO_LIDERANCA	QTD_RECLAMACOES_TOTAL	QTD_RECLAMACOES_NAO_ATENDIDAS_TOTAL	QTD_PROCESSOS_JUDICIAIS_REQUERIDO	QTD_PROCESSOS_JUDICIAIS_REQUERENTE	CONCENTRACAO_ACADEMIAS	CONCENTRACAO_AEROPORTOS	CONCENTRACAO_ALUGUEL_CARROS	CONCENTRACAO_AREA_RISCO	CONCENTRACAO_BANCOS	CONCENTRACAO_BARES	CONCENTRACAO_BEBIDAS	CONCENTRACAO_BOMBEIRO	CONCENTRACAO_CAIXA_ELETRONICO	CONCENTRACAO_CASA_NOTURNA	CONCENTRACAO_CEMITERIO	CONCENTRACAO_CINEMAS	CONCENTRACAO_CONCESSIONARIA	CONCENTRACAO_CORREIOS	CONCENTRACAO_CORRETOR_SEGUROS	CONCENTRACAO_ESCOLAS	CONCENTRACAO_ESTACAO_ONIBUS	CONCENTRACAO_ESTACIONAMENTOS	CONCENTRACAO_AGLOMERADO_SUBNORMAL	CONCENTRACAO_FUNERARIA	CONCENTRACAO_HOSPITAL	CONCENTRACAO_HOTEL	CONCENTRACAO_IGREJA	CONCENTRACAO_LAVA_RAPIDO	CONCENTRACAO_METRO	CONCENTRACAO_OFICINAS	CONCENTRACAO_PARQUE	CONCENTRACAO_PARQUES_DIVERSAO	CONCENTRACAO_POLICIA	CONCENTRACAO_PONTO_TAXI	CONCENTRACAO_POSTO_GASOLINA	CONCENTRACAO_PREFEITURA	CONCENTRACAO_SHOPPING	CONCENTRACAO_SUPERMERCADO	CONCENTRACAO_TREM	CONCENTRACAO_UNIVERSIDADE	DISTANCIA_ALUGUEL_CARROS	DISTANCIA_BANCO	DISTANCIA_CONCESSIONARIA	DISTANCIA_CORRETOR_SEGUROS	DISTANCIA_ACADEMIAS	DISTANCIA_AEROPORTOS	DISTANCIA_BARES	DISTANCIA_LOJA_BEBIDAS	DISTANCIA_BOMBEIRO	DISTANCIA_CAIXA_ELETRONICO	DISTANCIA_CASA_NOTURNA	DISTANCIA_CEMITERIO	DISTANCIA_CINEMAS	DISTANCIA_CORREIOS	DISTANCIA_ESCOLAS	DISTANCIA_ESTACAO_ONIBUS	DISTANCIA_AGLOMERADO_SUBNORMAL	DISTANCIA_FRONTEIRA_ESTADUAL	DISTANCIA_FRONTEIRA_INTERNACIONAL	DISTANCIA_FRONTEIRA_MARITIMA	DISTANCIA_FUNERARIA	DISTANCIA_HOSPITAL	DISTANCIA_HOTEL	DISTANCIA_IGREJA	DISTANCIA_LAVA_RAPIDO	DISTANCIA_METRO	DISTANCIA_OFICINAS	DISTANCIA_PARQUE	DISTANCIA_PARQUES_DIVERSAO	DISTANCIA_POLICIA	DISTANCIA_POSTO_GASOLINA	DISTANCIA_PREFEITURA	DISTANCIA_SHOPPING	DISTANCIA_SUPERMERCADO	DISTANCIA_TREM	DISTANCIA_ESTACIONAMENTOS	DISTANCIA_PONTO_TAXI	DISTANCIA_UNIVERSIDADE	DISTANCIA_AREA_RISCO	CNPJ	ANO_MES	ALVO_CASCO
G	LTDA	GRANDE	23	6232	7404	2510	11	5330	2234	7	1.3891181988742964	1.1235452103849597	1.5714285714285714	0.08924302788844622	0.2233660521905674	H	121	2	1	0	0	16	19	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	LONGE	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MUITO LONGE	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	94489281157	202403	1.0
H	MEI	MICRO	1	2925	503687	2265	900	340513	1399	512	1.479200500421423	1.6190135811293782	1.7578125	0.1770419426048565	0.2937384898710866		0	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	MEDIO	LONGE	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	MUITO PROXIMO	LONGE	146028891647	202210	1.0
H	LTDA	MICRO	1	201270	353563	135581	1746	207229	78475	1359	1.7061463405218382	1.727696718700223	1.2847682119205297	0.15387849329920858	0.2574428364891989		0	2	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO PROXIMO	94489284233	202101	1.0
C	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	50	177	113	11	0	253	46	1	0.44664031620553357	0.2391304347826087	0.0	0.0	0.07142857142857142	J	0	10	0	0	0	0	1	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	ALTA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	128849019544	202204	1.0
F	LTDA	MICRO	1	967	915	337	2	2823	841	8	0.3241232731137088	0.40071343638525564	0.25	0.11275964391691394	0.34509803921568627		0	2	1	0	0	0	0	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	PROXIMO	LONGE	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	LONGE	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	MUITO PROXIMO	120259084679	202212	1.0
N	SIMPLES	MICRO	1	2261	1705	532	2	9539	3273	9	0.17873990984379914	0.1625420103880232	0.2222222222222222	0.13909774436090225	0.3248638838475499		0			0	0	0	0	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	MEDIA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	MEDIA	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	MUITO LONGE	MEDIO	PROXIMO	LONGE	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	146028888274	202101	1.0
S	LTDA	PEQUENA	5	1227	5869	385	19	4405	281	8	1.332349602724177	1.3701067615658362	2.375	0.13766233766233765	0.19290123456790123	D	15	5	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXA	ALTA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	MEDIO	MUITO LONGE	LONGE	MEDIO	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	154618823096	202102	1.0
C	LTDA	MICRO	1	157	305	47	0	499	52	0	0.6112224448897795	0.9038461538461539	0.0	0.0851063829787234	0.19318181818181818		0	2	0	0	0	0	1	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	77309412069	202103	1.0
S	ENTIDADES_SEM_FINS_LUCRATIVOS	MEDIA	42	5815	43225	1504	95	53078	1073	35	0.8143675345717624	1.401677539608574	2.7142857142857144	0.07712765957446809	0.1565538048944016	EMPRESA_ISENTA	22	1	0	0	0	4	0	ALTA	ALTA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	ALTA	MEDIA	ALTA	MEDIA	ALTISSIMA	ALTA	ALTA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	MEDIO	LONGE	MEDIO	LONGE	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	PROXIMO	LONGE	LONGE	LONGE	MEDIO	LONGE	PROXIMO	LONGE	LONGE	PROXIMO	LONGE	LONGE	MEDIO	LONGE	LONGE	154618823019	202203	1.0
F	LTDA	PEQUENA	1	2064	6109	754	14	9486	1118	33	0.6440016866961839	0.6744186046511628	0.42424242424242425	0.10212201591511937	0.2877526753864447		3	2	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO PROXIMO	51539612069	202104	1.0
J	LTDA	PEQUENA	1	12329	37665	11383	14	21217	6180	11	1.7752274119809586	1.8419093851132686	1.2727272727272727	0.24589299833084424	0.3860637087599545	D	12	3	1	0	0	0	0	MEDIA	ALTA	BAIXISSIMA	ALTISSIMA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	MEDIA	ALTISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	ALTA	MEDIA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	PROXIMO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	LONGE	MUITO PROXIMO	128849020505	202307	1.0
G	LTDA	MICRO	1	9342	75594	5873	108	122243	8920	159	0.6183912371260523	0.6584080717488789	0.6792452830188679	0.32879278052102845	0.4744764397905759	D	14	3	0	0	0	1	0	MEDIA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	BAIXISSIMA	ALTISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MUITO LONGE	MEDIO	MEDIO	MUITO LONGE	MUITO LONGE	PROXIMO	MUITO LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	LONGE	94489281614	202106	1.0
N	LTDA	MICRO	1	2094	23101	1317	37	12459	662	9	1.8541616502126976	1.9894259818731117	4.111111111111111	0.11769172361427487	0.23158963941086846	C	4	2	0	0	0	0	0	MEDIA	ALTISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	ALTISSIMA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	MUITO LONGE	MUITO LONGE	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	LONGE	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	42949675272	202305	1.0
C	LTDA	GRANDE	6	500	5258	204	7	5599	268	8	0.9390962671905697	0.7611940298507462	0.875	0.23529411764705882	0.3626062322946176	I	312	2	0	0	0	1	2	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	60129542647	202111	1.0
G	MEI	MEI	1	21970	858791	17773	2617	946438	20183	2713	0.907392771634275	0.8805925779121042	0.964614817545153	0.2618016091824678	0.4497671118788365		0			0	0	0	0	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	128849019334	202108	1.0
M	LTDA	MICRO	2	2149	79048	1954	64	51901	1463	69	1.5230535057127994	1.3356117566643881	0.927536231884058	0.24923234390992835	0.41559220389805096	D	21	3	0	0	0	0	0	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	146028888863	202104	1.0
C	LTDA	MICRO	1	262	543	50	1	1155	133	2	0.4701298701298701	0.37593984962406013	0.5	0.12	0.20212765957446807	E	22	3	0	0	0	4	1	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	BAIXISSIMA	ALTA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTA	ALTISSIMA	MEDIA	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	LONGE	PROXIMO	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	MUITO PROXIMO	MUITO LONGE	LONGE	MEDIO	LONGE	LONGE	MEDIO	PROXIMO	LONGE	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	8589935118	202201	1.0
G	LTDA	GRANDE	38	70169	134655	33966	196	187675	55678	501	0.7174903423471427	0.6100434642048924	0.3912175648702595	0.2092092092092092	0.33994067113633636	J	2201	2	0	5	1	212	90	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	BAIXISSIMA	ALTA	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	LONGE	LONGE	MEDIO	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	LONGE	MUITO LONGE	PROXIMO	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	128849019284	202212	1.0
